"2b" "410" "uua" "6160" "dme" "4029" "" 0 "cr2"
"2b" "410" "uua" "6160" "led" "2948" "" 0 "cr2"
"2b" "410" "uua" "6160" "njc" "2972" "" 0 "cr2"
"2g" "1654" "btk" "2936" "ikt" "2937" "" 0 "a81"
"2g" "1654" "btk" "2936" "ovb" "4078" "" 0 "a81"
"2g" "1654" "cek" "2968" "ovb" "4078" "" 0 "a81"
"2g" "1654" "hta" "2935" "ikt" "2937" "" 0 "an4"
"2g" "1654" "ikt" "2937" "btk" "2936" "" 0 "a81"
"2g" "1654" "ikt" "2937" "hta" "2935" "" 0 "an4"
"2g" "1654" "ikt" "2937" "kck" NA "" 0 "an4"
"2g" "1654" "ikt" "2937" "odo" "8944" "" 0 "an4"
"2g" "1654" "ikt" "2937" "ovb" "4078" "" 0 "a81"
"2g" "1654" "ikt" "2937" "ukx" "6924" "" 0 "an4"
"2g" "1654" "ikt" "2937" "ulk" "9026" "" 0 "an4"
"2g" "1654" "ikt" "2937" "yks" "2923" "" 0 "a81"
"2g" "1654" "kck" NA "ikt" "2937" "" 0 "an4"
"2g" "1654" "mjz" "2925" "ovb" "4078" "" 0 "a81"
"2g" "1654" "odo" "8944" "ikt" "2937" "" 0 "an4"
"2g" "1654" "ovb" "4078" "btk" "2936" "" 0 "a81"
"2g" "1654" "ovb" "4078" "cek" "2968" "" 0 "a81"
"2g" "1654" "ovb" "4078" "ikt" "2937" "" 0 "a81"
"2g" "1654" "ukx" "6924" "ikt" "2937" "" 0 "an4"
"2g" "1654" "ulk" "9026" "ikt" "2937" "" 0 "an4"
"2g" "1654" "yks" "2923" "ikt" "2937" "" 0 "a81"
"2i" "8359" "ayp" "2786" "lim" "2789" "" 0 "142"
"2i" "8359" "cuz" "2812" "lim" "2789" "" 0 "142 141"
"2i" "8359" "cuz" "2812" "pem" "2808" "" 0 "142"
"2i" "8359" "huu" "6067" "lim" "2789" "" 0 "141"
"2i" "8359" "iqt" "2801" "pcl" "2781" "" 0 "143"
"2i" "8359" "iqt" "2801" "tpp" "2806" "" 0 "142"
"2i" "8359" "lim" "2789" "ayp" "2786" "" 0 "142"
"2i" "8359" "lim" "2789" "cuz" "2812" "" 0 "142 141"
"2i" "8359" "lim" "2789" "huu" "6067" "" 0 "141"
"2i" "8359" "lim" "2789" "pcl" "2781" "" 0 "143 146"
"2i" "8359" "lim" "2789" "tpp" "2806" "" 0 "142 146"
"2i" "8359" "pcl" "2781" "iqt" "2801" "" 0 "143"
"2i" "8359" "pcl" "2781" "lim" "2789" "" 0 "143 146"
"2i" "8359" "pcl" "2781" "tpp" "2806" "" 0 "146"
"2i" "8359" "pem" "2808" "cuz" "2812" "" 0 "142"
"2i" "8359" "tpp" "2806" "iqt" "2801" "" 0 "142"
"2i" "8359" "tpp" "2806" "lim" "2789" "" 0 "142 146"
"2i" "8359" "tpp" "2806" "pcl" "2781" "" 0 "146"
"2j" "470" "abj" "253" "boy" "247" "" 0 "crj"
"2j" "470" "abj" "253" "oua" "246" "" 0 "e70 crj m87"
"2j" "470" "acc" "248" "oua" "246" "" 0 "crj"
"2j" "470" "bko" "1044" "abj" "253" "" 0 "m87"
"2j" "470" "bko" "1044" "dkr" "1084" "" 0 "m87"
"2j" "470" "bko" "1044" "oua" "246" "" 0 "crj"
"2j" "470" "boy" "247" "abj" "253" "" 0 "crj"
"2j" "470" "boy" "247" "oua" "246" "" 0 "crj"
"2j" "470" "coo" "245" "lfw" "298" "" 0 "m87"
"2j" "470" "coo" "245" "oua" "246" "" 0 "m87"
"2j" "470" "dkr" "1084" "bko" "1044" "" 0 "m87"
"2j" "470" "dkr" "1084" "oua" "246" "" 0 "m87"
"2j" "470" "lfw" "298" "oua" "246" "" 0 "m87 crj"
"2j" "470" "nim" "280" "oua" "246" "" 0 "crj"
"2j" "470" "oua" "246" "abj" "253" "" 0 "e70 crj m87"
"2j" "470" "oua" "246" "acc" "248" "" 0 "crj"
"2j" "470" "oua" "246" "bko" "1044" "" 0 "m87 crj"
"2j" "470" "oua" "246" "boy" "247" "" 0 "crj"
"2j" "470" "oua" "246" "coo" "245" "" 0 "m87"
"2j" "470" "oua" "246" "dkr" "1084" "" 0 "m87"
"2j" "470" "oua" "246" "lfw" "298" "" 0 "crj"
"2j" "470" "oua" "246" "nim" "280" "" 0 "crj"
"2k" "1338" "bog" "2709" "gye" "2673" "" 0 "319"
"2k" "1338" "bog" "2709" "uio" "2688" "" 0 "319 320"
"2k" "1338" "clo" "2715" "gye" "2673" "" 0 "319"
"2k" "1338" "gye" "2673" "bog" "2709" "" 0 "319"
"2k" "1338" "gye" "2673" "clo" "2715" "" 0 "319"
"2k" "1338" "gye" "2673" "scy" "6045" "" 0 "319 320"
"2k" "1338" "gye" "2673" "uio" "2688" "" 0 "320 319"
"2k" "1338" "occ" "2670" "uio" "2688" "" 0 "319"
"2k" "1338" "scy" "6045" "gye" "2673" "" 0 "319 320"
"2k" "1338" "uio" "2688" "bog" "2709" "" 0 "319 320"
"2k" "1338" "uio" "2688" "gye" "2673" "" 0 "319"
"2k" "1338" "uio" "2688" "occ" "2670" "" 0 "319"
"2l" "2750" "bds" "1506" "zrh" "1678" "" 0 "100"
"2l" "2750" "bod" "1264" "zrh" "1678" "" 0 "100"
"2l" "2750" "brs" "490" "zrh" "1678" "" 0 "100"
"2l" "2750" "gva" "1665" "lpa" "1054" "" 0 "319"
"2l" "2750" "lca" "1197" "zrh" "1678" "" 0 "319"
"2l" "2750" "lpa" "1054" "zrh" "1678" "" 0 "319"
"2l" "2750" "rmf" "4197" "zrh" "1678" "" 0 "319"
"2l" "2750" "tfs" "1056" "gva" "1665" "" 0 "319"
"2l" "2750" "zrh" "1678" "bds" "1506" "" 0 "100"
"2l" "2750" "zrh" "1678" "bod" "1264" "" 0 "100"
"2l" "2750" "zrh" "1678" "brs" "490" "" 0 "100"
"2l" "2750" "zrh" "1678" "lca" "1197" "" 0 "319"
"2l" "2750" "zrh" "1678" "lpa" "1054" "" 0 "319"
"2l" "2750" "zrh" "1678" "rmf" "4197" "" 0 "319"
"2n" "3652" "ajr" "730" "lyc" "719" "" 0 "atp"
"2n" "3652" "arn" "737" "gev" "715" "" 0 "atp"
"2n" "3652" "arn" "737" "had" "709" "" 0 "sf3"
"2n" "3652" "arn" "737" "jkg" "688" "" 0 "atp sf3"
"2n" "3652" "arn" "737" "krf" "718" "" 0 "atp"
"2n" "3652" "arn" "737" "ksd" "5595" "" 0 "sf3"
"2n" "3652" "arn" "737" "lyc" "719" "" 0 "atp"
"2n" "3652" "arn" "737" "mhq" "442" "" 0 "sf3"
"2n" "3652" "arn" "737" "oer" "722" "" 0 "atr"
"2n" "3652" "arn" "737" "por" "448" "" 0 "sf3"
"2n" "3652" "arn" "737" "trf" "664" "" 0 "sf3"
"2n" "3652" "arn" "737" "vby" "746" "" 0 "sf3 atp"
"2n" "3652" "arn" "737" "vhm" "729" "" 0 "sf3"
"2n" "3652" "arn" "737" "vxo" "711" "" 0 "sf3"
"2n" "3652" "gev" "715" "arn" "737" "" 0 "atp"
"2n" "3652" "gev" "715" "krf" "718" "" 0 "atp"
"2n" "3652" "had" "709" "arn" "737" "" 0 "sf3 atp"
"2n" "3652" "had" "709" "jkg" "688" "" 0 "atp sf3"
"2n" "3652" "had" "709" "vxo" "711" "" 0 "sf3"
"2n" "3652" "hmv" "5599" "vhm" "729" "" 0 "sf3"
"2n" "3652" "jkg" "688" "arn" "737" "" 0 "atp sf3"
"2n" "3652" "jkg" "688" "had" "709" "" 0 "atp sf3"
"2n" "3652" "kok" "435" "por" "448" "" 0 "sf3"
"2n" "3652" "krf" "718" "arn" "737" "" 0 "atp"
"2n" "3652" "krf" "718" "gev" "715" "" 0 "atp"
"2n" "3652" "ksd" "5595" "arn" "737" "" 0 "sf3"
"2n" "3652" "lyc" "719" "ajr" "730" "" 0 "atp"
"2n" "3652" "lyc" "719" "arn" "737" "" 0 "atp"
"2n" "3652" "mhq" "442" "arn" "737" "" 0 "sf3"
"2n" "3652" "mhq" "442" "tku" "460" "" 0 "sf3"
"2n" "3652" "oer" "722" "arn" "737" "" 0 "atr"
"2n" "3652" "osl" "644" "vxo" "711" "" 0 "sf3"
"2n" "3652" "por" "448" "arn" "737" "" 0 "sf3"
"2n" "3652" "por" "448" "kok" "435" "" 0 "sf3"
"2n" "3652" "tku" "460" "mhq" "442" "" 0 "sf3"
"2n" "3652" "trf" "664" "arn" "737" "" 0 "sf3"
"2n" "3652" "vby" "746" "arn" "737" "" 0 "sf3 atp"
"2n" "3652" "vhm" "729" "arn" "737" "" 0 "sf3"
"2n" "3652" "vhm" "729" "hmv" "5599" "" 0 "sf3"
"2n" "3652" "vxo" "711" "arn" "737" "" 0 "sf3"
"2n" "3652" "vxo" "711" "osl" "644" "" 0 "sf3"
"2o" "146" "adq" "3531" "aos" "7167" "" 0 "bni"
"2o" "146" "adq" "3531" "kkb" "7168" "" 0 "bni"
"2o" "146" "adq" "3531" "kln" "7162" "" 0 "bni"
"2o" "146" "adq" "3531" "koz" "7164" "" 0 "bni"
"2o" "146" "adq" "3531" "olh" "7163" "" 0 "bni"
"2o" "146" "aos" "7167" "kzb" "7176" "" 0 "bni"
"2o" "146" "kkb" "7168" "syb" "7173" "" 0 "bni"
"2o" "146" "kln" "7162" "kyk" "7161" "" 0 "bni"
"2o" "146" "koz" "7164" "ori" "7165" "" 0 "bni"
"2o" "146" "syb" "7173" "kpr" "7172" "" 0 "bni"
"2p" "897" "bso" "6019" "mnl" "2397" "" 0 "dh4"
"2p" "897" "bxu" "4200" "mnl" "2397" "" 0 "320"
"2p" "897" "cbo" "2399" "mnl" "2397" "" 0 "320"
"2p" "897" "cgy" "2400" "mnl" "2397" "" 0 "320"
"2p" "897" "crm" "6024" "mnl" "2397" "" 0 "dh4"
"2p" "897" "dgt" "2425" "mnl" "2397" "" 0 "320"
"2p" "897" "dwc" "8076" "mnl" "2397" "" 0 "330"
"2p" "897" "ges" "6011" "mnl" "2397" "y" 0 "320"
"2p" "897" "klo" "2430" "mnl" "2397" "" 0 "320"
"2p" "897" "lgp" "4203" "mnl" "2397" "" 0 "320"
"2p" "897" "mnl" "2397" "bso" "6019" "" 0 "dh4"
"2p" "897" "mnl" "2397" "bxu" "4200" "" 0 "320"
"2p" "897" "mnl" "2397" "cbo" "2399" "" 0 "320"
"2p" "897" "mnl" "2397" "cgy" "2400" "" 0 "320"
"2p" "897" "mnl" "2397" "crm" "6024" "" 0 "dh4"
"2p" "897" "mnl" "2397" "dgt" "2425" "" 0 "320"
"2p" "897" "mnl" "2397" "dwc" "8076" "" 0 "330"
"2p" "897" "mnl" "2397" "ges" "6011" "y" 0 "320"
"2p" "897" "mnl" "2397" "klo" "2430" "" 0 "320"
"2p" "897" "mnl" "2397" "lgp" "4203" "" 0 "320"
"2p" "897" "mnl" "2397" "mph" "4002" "" 0 "dh3"
"2p" "897" "mnl" "2397" "ozc" "4204" "" 0 "320"
"2p" "897" "mnl" "2397" "pps" "2433" "" 0 "320"
"2p" "897" "mnl" "2397" "rxs" "6026" "" 0 "320"
"2p" "897" "mnl" "2397" "sug" "6016" "" 0 "dh4"
"2p" "897" "mnl" "2397" "tug" "6021" "" 0 "dh4"
"2p" "897" "mnl" "2397" "zam" "2404" "" 0 "320"
"2p" "897" "mph" "4002" "mnl" "2397" "" 0 "dh3"
"2p" "897" "ozc" "4204" "mnl" "2397" "" 0 "320"
"2p" "897" "pps" "2433" "mnl" "2397" "" 0 "320"
"2p" "897" "rxs" "6026" "mnl" "2397" "" 0 "320"
"2p" "897" "sug" "6016" "mnl" "2397" "" 0 "dh4"
"2p" "897" "tug" "6021" "mnl" "2397" "" 0 "dh4"
"2p" "897" "zam" "2404" "mnl" "2397" "" 0 "320"
"2z" "1729" "aux" "7376" "pmw" "4214" "" 0 "at7"
"2z" "1729" "bra" "7373" "bsb" "2531" "" 0 "at7"
"2z" "1729" "bra" "7373" "ssa" "2621" "" 0 "at7"
"2z" "1729" "bsb" "2531" "bra" "7373" "" 0 "at7"
"2z" "1729" "bsb" "2531" "ops" "7367" "" 0 "at7"
"2z" "1729" "bsb" "2531" "rao" "2613" "" 0 "at7"
"2z" "1729" "cac" "2535" "gru" "2564" "" 0 "at7"
"2z" "1729" "cgb" "2548" "gyn" "2562" "" 0 "at7"
"2z" "1729" "cgb" "2548" "ops" "7367" "" 0 "at7"
"2z" "1729" "cgr" "2538" "dou" "7380" "" 0 "at7"
"2z" "1729" "dou" "7380" "cgr" "2538" "" 0 "at7"
"2z" "1729" "dou" "7380" "gru" "2564" "" 0 "at7"
"2z" "1729" "gig" "2560" "rao" "2613" "" 0 "at7"
"2z" "1729" "gru" "2564" "cac" "2535" "" 0 "at7"
"2z" "1729" "gru" "2564" "dou" "7380" "" 0 "at7"
"2z" "1729" "gru" "2564" "rao" "2613" "" 0 "at7"
"2z" "1729" "gru" "2564" "uba" "2635" "" 0 "at7"
"2z" "1729" "gru" "2564" "udi" "2633" "" 0 "at7"
"2z" "1729" "gru" "2564" "vdc" "6039" "" 0 "at7"
"2z" "1729" "gyn" "2562" "cgb" "2548" "" 0 "at7"
"2z" "1729" "gyn" "2562" "pmw" "4214" "" 0 "at7"
"2z" "1729" "gyn" "2562" "rao" "2613" "" 0 "at7"
"2z" "1729" "gyn" "2562" "udi" "2633" "" 0 "at7"
"2z" "1729" "ops" "7367" "bsb" "2531" "" 0 "at7"
"2z" "1729" "ops" "7367" "cgb" "2548" "" 0 "at7"
"2z" "1729" "plu" "2528" "rao" "2613" "" 0 "at7"
"2z" "1729" "pmw" "4214" "aux" "7376" "" 0 "at7"
"2z" "1729" "pmw" "4214" "gyn" "2562" "" 0 "at7"
"2z" "1729" "rao" "2613" "bsb" "2531" "" 0 "at7"
"2z" "1729" "rao" "2613" "gig" "2560" "" 0 "at7"
"2z" "1729" "rao" "2613" "gru" "2564" "" 0 "at7"
"2z" "1729" "rao" "2613" "gyn" "2562" "" 0 "at7"
"2z" "1729" "rao" "2613" "plu" "2528" "" 0 "at7"
"2z" "1729" "rao" "2613" "sjp" "2619" "" 0 "at7"
"2z" "1729" "rao" "2613" "udi" "2633" "" 0 "at7"
"2z" "1729" "sjp" "2619" "rao" "2613" "" 0 "at7"
"2z" "1729" "ssa" "2621" "bra" "7373" "" 0 "at7"
"2z" "1729" "ssa" "2621" "vdc" "6039" "" 0 "at7"
"2z" "1729" "uba" "2635" "gru" "2564" "" 0 "at7"
"2z" "1729" "uba" "2635" "udi" "2633" "" 0 "at7"
"2z" "1729" "udi" "2633" "gru" "2564" "" 0 "at7"
"2z" "1729" "udi" "2633" "gyn" "2562" "" 0 "at7"
"2z" "1729" "udi" "2633" "rao" "2613" "" 0 "at7"
"2z" "1729" "udi" "2633" "uba" "2635" "" 0 "at7"
"2z" "1729" "vdc" "6039" "gru" "2564" "" 0 "at7"
"2z" "1729" "vdc" "6039" "ssa" "2621" "" 0 "at7"
"3e" "10739" "brl" "5726" "ord" "3830" "" 0 "cnc"
"3e" "10739" "brl" "5726" "stl" "3678" "" 0 "cnc"
"3e" "10739" "dec" "4042" "ord" "3830" "" 0 "cnc"
"3e" "10739" "dec" "4042" "stl" "3678" "" 0 "cnc"
"3e" "10739" "jbr" "3591" "stl" "3678" "" 0 "cnc"
"3e" "10739" "ord" "3830" "brl" "5726" "" 0 "cnc"
"3e" "10739" "ord" "3830" "dec" "4042" "" 0 "cnc"
"3e" "10739" "stl" "3678" "brl" "5726" "" 0 "cnc"
"3e" "10739" "stl" "3678" "dec" "4042" "" 0 "cnc"
"3e" "10739" "stl" "3678" "jbr" "3591" "" 0 "cnc"
"3f" "16262" "cga" "7144" "hyl" "7145" "" 0 "dhp"
"3f" "16262" "cga" "7144" "ktn" "3808" "" 0 "dhp"
"3f" "16262" "hyl" "7145" "cga" "7144" "" 0 "dhp"
"3f" "16262" "hyl" "7145" "ktb" "7147" "" 0 "dhp"
"3f" "16262" "hyl" "7145" "ktn" "3808" "" 0 "dhp"
"3f" "16262" "ktb" "7147" "hyl" "7145" "" 0 "dhp"
"3f" "16262" "ktb" "7147" "ktn" "3808" "" 0 "dhp"
"3f" "16262" "ktn" "3808" "cga" "7144" "" 0 "dhp"
"3f" "16262" "ktn" "3808" "hyl" "7145" "" 0 "dhp"
"3f" "16262" "ktn" "3808" "ktb" "7147" "" 0 "dhp"
"3f" "16262" "ktn" "3808" "mtm" "7146" "" 0 "dhp"
"3f" "16262" "mtm" "7146" "ktn" "3808" "" 0 "dhp"
"3g" "595" "acc" "248" "dkr" "1084" "" 0 "319"
"3g" "595" "acc" "248" "los" "273" "" 0 "319"
"3g" "595" "acc" "248" "rob" "1063" "" 0 "319"
"3g" "595" "bcn" "1218" "bjl" "1050" "" 0 "319"
"3g" "595" "bjl" "1050" "bcn" "1218" "" 0 "319"
"3g" "595" "bjl" "1050" "dkr" "1084" "" 0 "319"
"3g" "595" "bjl" "1050" "fna" "1059" "" 0 "319"
"3g" "595" "cky" "4162" "oxb" "5665" "" 0 "319"
"3g" "595" "dkr" "1084" "acc" "248" "" 0 "319"
"3g" "595" "dkr" "1084" "bjl" "1050" "" 0 "319"
"3g" "595" "dkr" "1084" "dla" "897" "" 0 "319"
"3g" "595" "dkr" "1084" "fna" "1059" "" 0 "319"
"3g" "595" "dkr" "1084" "los" "273" "" 0 "319"
"3g" "595" "dkr" "1084" "oxb" "5665" "" 0 "319"
"3g" "595" "dla" "897" "dkr" "1084" "" 0 "319"
"3g" "595" "dla" "897" "los" "273" "" 0 "319"
"3g" "595" "fna" "1059" "bjl" "1050" "" 0 "319"
"3g" "595" "fna" "1059" "dkr" "1084" "" 0 "319"
"3g" "595" "fna" "1059" "lgw" "502" "" 0 "319"
"3g" "595" "fna" "1059" "rob" "1063" "" 0 "319"
"3g" "595" "lgw" "502" "fna" "1059" "" 0 "319"
"3g" "595" "los" "273" "acc" "248" "" 0 "319"
"3g" "595" "los" "273" "dkr" "1084" "" 0 "319"
"3g" "595" "los" "273" "dla" "897" "" 0 "319"
"3g" "595" "los" "273" "rob" "1063" "" 0 "319"
"3g" "595" "oxb" "5665" "cky" "4162" "" 0 "319"
"3g" "595" "oxb" "5665" "dkr" "1084" "" 0 "319"
"3g" "595" "rob" "1063" "acc" "248" "" 0 "319"
"3g" "595" "rob" "1063" "fna" "1059" "" 0 "319"
"3g" "595" "rob" "1063" "los" "273" "" 0 "319"
"3h" NA "akv" "5506" "yik" "5504" "" 0 "dh8"
"3h" NA "akv" "5506" "ypx" "6727" "" 0 "dh8"
"3h" NA "xgr" "5512" "yvp" "154" "" 0 "dht bet"
"3h" NA "ygl" "62" "ygw" "5496" "" 0 "dht"
"3h" NA "ygl" "62" "ypx" "6727" "" 0 "73m"
"3h" NA "ygl" "62" "yul" "146" "" 0 "73m"
"3h" NA "ygw" "5496" "ygl" "62" "" 0 "dht"
"3h" NA "ygw" "5496" "yph" "5520" "" 0 "bet"
"3h" NA "ygw" "5496" "ysk" "5529" "" 0 "dh8"
"3h" NA "ygw" "5496" "yud" "5515" "" 0 "dh8"
"3h" NA "ygw" "5496" "yul" "146" "" 0 "dh8"
"3h" NA "ygw" "5496" "yuy" "149" "" 0 "dh8"
"3h" NA "yik" "5504" "akv" "5506" "" 0 "dh8"
"3h" NA "yik" "5504" "yzg" "5535" "" 0 "dh8"
"3h" NA "ykg" "5481" "ypj" "5508" "" 0 "dht dh8"
"3h" NA "ykg" "5481" "yqc" "5499" "" 0 "dh8"
"3h" NA "ykg" "5481" "yvp" "154" "" 0 "dh8 dht"
"3h" NA "ykl" "80" "yqb" "111" "" 0 "dh8"
"3h" NA "ykl" "80" "yvp" "154" "" 0 "dh8 bet"
"3h" NA "ykl" "80" "ywk" "161" "" 0 "bet"
"3h" NA "ykl" "80" "yzv" "202" "" 0 "bet dh8"
"3h" NA "yph" "5520" "ypx" "6727" "" 0 "dh8 bet"
"3h" NA "yph" "5520" "yud" "5515" "" 0 "dh8"
"3h" NA "yph" "5520" "yvp" "154" "" 0 "bet"
"3h" NA "ypj" "5508" "ykg" "5481" "" 0 "dht dh8"
"3h" NA "ypj" "5508" "ytq" "6728" "" 0 "dht dh8"
"3h" NA "ypj" "5508" "yvp" "154" "" 0 "dht"
"3h" NA "ypx" "6727" "akv" "5506" "" 0 "dh8"
"3h" NA "ypx" "6727" "ygl" "62" "" 0 "73m"
"3h" NA "ypx" "6727" "yph" "5520" "" 0 "dh8"
"3h" NA "ypx" "6727" "yvp" "154" "" 0 "bet"
"3h" NA "yqb" "111" "ykl" "80" "" 0 "dh8"
"3h" NA "yqb" "111" "yul" "146" "" 0 "dh8"
"3h" NA "yqc" "5499" "ykg" "5481" "" 0 "dh8"
"3h" NA "yqc" "5499" "ywb" "7253" "" 0 "dh8"
"3h" NA "ysk" "5529" "ygw" "5496" "" 0 "dh8"
"3h" NA "ysk" "5529" "yud" "5515" "" 0 "dh8"
"3h" NA "ytq" "6728" "ypj" "5508" "" 0 "dht dh8"
"3h" NA "ytq" "6728" "yvp" "154" "" 0 "dht dh8"
"3h" NA "yud" "5515" "ygw" "5496" "" 0 "dh8"
"3h" NA "yud" "5515" "yph" "5520" "" 0 "dh8"
"3h" NA "yud" "5515" "ysk" "5529" "" 0 "dh8"
"3h" NA "yul" "146" "ygl" "62" "" 0 "73m"
"3h" NA "yul" "146" "ygw" "5496" "" 0 "dh8"
"3h" NA "yul" "146" "yqb" "111" "" 0 "dh8"
"3h" NA "yul" "146" "yuy" "149" "" 0 "dh8"
"3h" NA "yuy" "149" "ygw" "5496" "" 0 "dh8"
"3h" NA "yuy" "149" "yul" "146" "" 0 "dh8"
"3h" NA "yvp" "154" "xgr" "5512" "" 0 "dht bet"
"3h" NA "yvp" "154" "ygw" "5496" "" 0 "bet"
"3h" NA "yvp" "154" "ykg" "5481" "" 0 "dh8"
"3h" NA "yvp" "154" "ykl" "80" "" 0 "dh8 bet"
"3h" NA "yvp" "154" "yph" "5520" "" 0 "bet"
"3h" NA "yvp" "154" "ypj" "5508" "" 0 "dht"
"3h" NA "yvp" "154" "ypx" "6727" "" 0 "bet"
"3h" NA "yvp" "154" "ytq" "6728" "" 0 "dht dh8"
"3h" NA "ywb" "7253" "yqc" "5499" "" 0 "dh8"
"3h" NA "ywb" "7253" "yzg" "5535" "" 0 "dh8"
"3h" NA "ywk" "161" "ykl" "80" "" 0 "bet"
"3h" NA "ywk" "161" "yzv" "202" "" 0 "bet"
"3h" NA "yzg" "5535" "yik" "5504" "" 0 "dh8"
"3h" NA "yzg" "5535" "ywb" "7253" "" 0 "dh8"
"3h" NA "yzv" "202" "ykl" "80" "" 0 "bet dh8"
"3h" NA "yzv" "202" "ywk" "161" "" 0 "bet"
"3j" "5521" "jib" "4119" "dxb" "2188" "" 0 "737"
"3j" "5521" "jib" "4119" "jed" "2072" "" 0 "737"
"3j" "5521" "jib" "4119" "mgq" "5687" "" 0 "737"
"3j" "5521" "mgq" "5687" "nbo" "4059" "" 0 "737"
"3j" "5521" "nbo" "4059" "mgq" "5687" "" 0 "737"
"3k" "3021" "bkk" "3885" "sin" "3316" "" 0 "320"
"3k" "3021" "drw" "3999" "sin" "3316" "" 0 "320"
"3k" "3021" "hak" "4120" "sin" "3316" "" 0 "320"
"3k" "3021" "hgh" "3386" "sin" "3316" "" 0 "320"
"3k" "3021" "hkg" "3077" "sin" "3316" "" 0 "320"
"3k" "3021" "hkt" "3179" "sin" "3316" "" 0 "320"
"3k" "3021" "kix" "3992" "mnl" "2397" "" 0 "320"
"3k" "3021" "kix" "3992" "tpe" "2276" "" 0 "320"
"3k" "3021" "kul" "3304" "sin" "3316" "" 0 "320"
"3k" "3021" "mnl" "2397" "kix" "3992" "" 0 "320"
"3k" "3021" "mnl" "2397" "sin" "3316" "" 0 "320"
"3k" "3021" "pen" "3308" "sin" "3316" "" 0 "320"
"3k" "3021" "per" "3351" "sin" "3316" "" 0 "320"
"3k" "3021" "pnh" "3034" "sin" "3316" "" 0 "320"
"3k" "3021" "rep" "3035" "sin" "3316" "" 0 "320"
"3k" "3021" "rgn" "3239" "sin" "3316" "" 0 "320"
"3k" "3021" "sgn" "3205" "sin" "3316" "" 0 "320"
"3k" "3021" "sin" "3316" "bkk" "3885" "" 0 "320"
"3k" "3021" "sin" "3316" "drw" "3999" "" 0 "320"
"3k" "3021" "sin" "3316" "hak" "4120" "" 0 "320"
"3k" "3021" "sin" "3316" "hgh" "3386" "" 0 "320"
"3k" "3021" "sin" "3316" "hkg" "3077" "" 0 "320"
"3k" "3021" "sin" "3316" "hkt" "3179" "" 0 "320"
"3k" "3021" "sin" "3316" "kul" "3304" "" 0 "320"
"3k" "3021" "sin" "3316" "mnl" "2397" "" 0 "320"
"3k" "3021" "sin" "3316" "pen" "3308" "" 0 "320"
"3k" "3021" "sin" "3316" "per" "3351" "" 0 "320"
"3k" "3021" "sin" "3316" "pnh" "3034" "" 0 "320"
"3k" "3021" "sin" "3316" "rep" "3035" "" 0 "320"
"3k" "3021" "sin" "3316" "rgn" "3239" "" 0 "320"
