"1761" "Gregorio Luperon Intl" "Puerto Plata" "Dominican Republic" "POP" "mdpp" "19.7579" -70.570033 15 "-4" "U" "America/Santo_Domingo"
"1762" "Las Americas Intl" "Santo Domingo" "Dominican Republic" "SDQ" "mdsd" "18.429664" -69.668925 59 "-4" "U" "America/Santo_Domingo"
"1763" "San Isidro Ab" "San Isidoro" "Dominican Republic" "" "mdsi" "18.503706" -69.761706 111 "-4" "U" "America/Santo_Domingo"
"1764" "Cibao Intl" "Santiago" "Dominican Republic" "STI" "mdst" "19.406092" -70.604689 565 "-4" "U" "America/Santo_Domingo"
"1765" "Bananera" "Bananera" "Guatemala" "" "mgbn" "15.473528" -88.837222 130 "-6" "U" "America/Guatemala"
"1766" "Coban" "Coban" "Guatemala" "CBV" "mgcb" "15.468958" -90.406742 4339 "-6" "U" "America/Guatemala"
"1767" "La Aurora" "Guatemala City" "Guatemala" "GUA" "mggt" "14.583272" -90.527475 4952 "-6" "U" "America/Guatemala"
"1769" "Retalhuleu" "Retalhuleu" "Guatemala" "" "mgrt" "14.521017" -91.697256 656 "-6" "U" "America/Guatemala"
"1770" "San Jose" "San Jose" "Guatemala" "" "mgsj" "13.936192" -90.835833 29 "-6" "U" "America/Guatemala"
"1771" "Goloson Intl" "La Ceiba" "Honduras" "LCE" "mhlc" "15.742481" -86.853036 49 "-6" "U" "America/Tegucigalpa"
"1772" "La Mesa Intl" "San Pedro Sula" "Honduras" "SAP" "mhlm" "15.452639" -87.923556 91 "-6" "U" "America/Tegucigalpa"
"1773" "Guanaja" "Guanaja" "Honduras" "GJA" "mhnj" "16.445367" -85.906611 49 "-6" "U" "America/Tegucigalpa"
"1774" "Juan Manuel Galvez Intl" "Roatan" "Honduras" "RTB" "mhro" "16.316814" -86.522961 18 "-6" "U" "America/Tegucigalpa"
"1775" "Tela" "Tela" "Honduras" "TEA" "mhte" "15.775864" -87.475847 7 "-6" "U" "America/Tegucigalpa"
"1776" "Toncontin Intl" "Tegucigalpa" "Honduras" "TGU" "mhtg" "14.060883" -87.217197 3294 "-6" "U" "America/Tegucigalpa"
"1777" "Trujillo" "Trujillo" "Honduras" "" "mhtj" "15.926847" -85.93825 3 "-6" "U" "America/Tegucigalpa"
"1778" "Boscobel" "Ocho Rios" "Jamaica" "OCJ" "mkbs" "18.404247" -76.969017 90 "-5" "U" "America/Jamaica"
"1779" "Norman Manley Intl" "Kingston" "Jamaica" "KIN" "mkjp" "17.935667" -76.7875 10 "-5" "U" "America/Jamaica"
"1780" "Sangster Intl" "Montego Bay" "Jamaica" "MBJ" "mkjs" "18.503717" -77.913358 4 "-5" "U" "America/Jamaica"
"1781" "Ken Jones" "Port Antonio" "Jamaica" "POT" "mkkj" "18.198806" -76.534528 20 "-5" "U" "America/Jamaica"
"1782" "Tinson Pen" "Kingston" "Jamaica" "KTP" "mktp" "17.988558" -76.823761 16 "-5" "U" "America/Jamaica"
"1783" "General Juan N Alvarez Intl" "Acapulco" "Mexico" "ACA" "mmaa" "16.757061" -99.753953 16 "-6" "S" "America/Mexico_City"
"1784" "Del Norte Intl" "Monterrey" "Mexico" "NTR" "mman" "25.865572" -100.237239 1476 "-6" "S" "America/Mexico_City"
"1785" "Jesus Teran Intl" "Aguascalientes" "Mexico" "AGU" "mmas" "21.705558" -102.317858 6112 "-6" "S" "America/Mexico_City"
"1786" "Bahias De Huatulco Intl" "Huatulco" "Mexico" "HUX" "mmbt" "15.775317" -96.262572 464 "-6" "S" "America/Mexico_City"
"1787" "General Mariano Matamoros" "Cuernavaca" "Mexico" "CVJ" "mmcb" "18.834764" -99.2613 4277 "-6" "S" "America/Mexico_City"
"1788" "Ciudad Acuna Intl New" "Ciudad Acuna" "Mexico" "" "mmcc" "29.333917" -101.100892 1410 "-6" "S" "America/Mexico_City"
"1789" "Ciudad Del Carmen Intl" "Ciudad Del Carmen" "Mexico" "CME" "mmce" "18.653739" -91.799017 10 "-6" "S" "America/Mexico_City"
"1790" "Nuevo Casas Grandes" "Nuevo Casas Grandes" "Mexico" "" "mmcg" "30.397439" -107.874969 4850 "-7" "S" "America/Mazatlan"
"1791" "Chilpancingo" "Chilpancingo" "Mexico" "" "mmch" "17.573767" -99.514339 4199 "-6" "S" "America/Mexico_City"
"1792" "Culiacan Intl" "Culiacan" "Mexico" "CUL" "mmcl" "24.764547" -107.474717 108 "-7" "S" "America/Mazatlan"
"1793" "Chetumal Intl" "Chetumal" "Mexico" "CTM" "mmcm" "18.504667" -88.326847 39 "-6" "S" "America/Mexico_City"
"1794" "Ciudad Obregon Intl" "Ciudad Obregon" "Mexico" "CEN" "mmcn" "27.392639" -109.833111 205 "-7" "S" "America/Hermosillo"
"1795" "Ingeniero Alberto Acuna Ongay Intl" "Campeche" "Mexico" "CPE" "mmcp" "19.816794" -90.500314 34 "-6" "S" "America/Mexico_City"
"1796" "Abraham Gonzalez Intl" "Ciudad Juarez" "Mexico" "CJS" "mmcs" "31.636133" -106.428667 3904 "-7" "S" "America/Mazatlan"
"1797" "General R Fierro Villalobos Intl" "Chihuahua" "Mexico" "CUU" "mmcu" "28.702875" -105.964567 4462 "-7" "S" "America/Mazatlan"
"1798" "General Pedro Jose Mendez Intl" "Ciudad Victoria" "Mexico" "CVM" "mmcv" "23.703336" -98.956486 761 "-6" "S" "America/Mexico_City"
"6878" "Kenosha Regional Airport" "Kenosha" "United States" "ENW" "\n" "42.5956944" -87.9278056 742 "-6" "A" "America/Chicago"
"1800" "Cozumel Intl" "Cozumel" "Mexico" "CZM" "mmcz" "20.522403" -86.925644 15 "-6" "S" "America/Mexico_City"
"1801" "Durango Intl" "Durango" "Mexico" "DGO" "mmdo" "24.124194" -104.528014 6104 "-6" "S" "America/Mexico_City"
"1802" "Tepic" "Tepic" "Mexico" "TPQ" "mmep" "21.419453" -104.842581 3020 "-7" "S" "America/Mazatlan"
"1803" "Ensenada" "Ensenada" "Mexico" "ESE" "mmes" "31.795281" -116.602772 66 "-8" "S" "America/Tijuana"
"1804" "Don Miguel Hidalgo Y Costilla Intl" "Guadalajara" "Mexico" "GDL" "mmgl" "20.5218" -103.311167 5016 "-6" "S" "America/Mexico_City"
"1805" "General Jose Maria Yanez Intl" "Guaymas" "Mexico" "GYM" "mmgm" "27.968983" -110.925169 59 "-7" "S" "America/Hermosillo"
"1806" "Tehuacan" "Tehuacan" "Mexico" "TCN" "mmhc" "18.497189" -97.419942 5509 "-6" "S" "America/Mexico_City"
"1807" "General Ignacio P Garcia Intl" "Hermosillo" "Mexico" "HMO" "mmho" "29.095858" -111.047858 627 "-7" "S" "America/Hermosillo"
"1808" "Colima" "Colima" "Mexico" "CLQ" "mmia" "19.277011" -103.577397 2467 "-6" "S" "America/Mexico_City"
"1809" "Isla Mujeres" "Isla Mujeres" "Mexico" "ISJ" "mmim" "21.245033" -86.739967 7 "-6" "S" "America/Mexico_City"
"1810" "Plan De Guadalupe Intl" "Saltillo" "Mexico" "SLW" "mmio" "25.549497" -100.928669 4778 "-6" "S" "America/Mexico_City"
"1811" "Ixtepec" "Iztepec" "Mexico" "" "mmit" "16.449336" -95.093697 164 "-6" "S" "America/Mexico_City"
"1813" "Lazaro Cardenas" "Lazard Cardenas" "Mexico" "LZC" "mmlc" "18.001731" -102.220525 39 "-6" "S" "America/Mexico_City"
"1814" "Valle Del Fuerte Intl" "Los Mochis" "Mexico" "LMM" "mmlm" "25.685194" -109.080806 16 "-7" "S" "America/Mazatlan"
"1815" "Guanajuato Intl" "Del Bajio" "Mexico" "BJX" "mmlo" "20.993464" -101.480847 5956 "-6" "S" "America/Mexico_City"
"1816" "General Manuel Marquez De Leon Intl" "La Paz" "Mexico" "LAP" "mmlp" "24.072694" -110.362475 69 "-7" "S" "America/Mazatlan"
"1817" "Loreto Intl" "Loreto" "Mexico" "LTO" "mmlt" "25.989194" -111.348361 34 "-7" "S" "America/Mazatlan"
"1818" "General Servando Canales Intl" "Matamoros" "Mexico" "MAM" "mmma" "25.769894" -97.525311 25 "-6" "S" "America/Mexico_City"
"1819" "Licenciado Manuel Crescencio Rejon Int" "Merida" "Mexico" "MID" "mmmd" "20.936981" -89.657672 38 "-6" "S" "America/Mexico_City"
"1820" "General Rodolfo Sanchez Taboada Intl" "Mexicali" "Mexico" "MXL" "mmml" "32.630634" -115.241637 74 "-8" "S" "America/Tijuana"
"1821" "General Francisco J Mujica Intl" "Morelia" "Mexico" "MLM" "mmmm" "19.849944" -101.0255 6033 "-6" "S" "America/Mexico_City"
"1822" "Minatitlan" "Minatitlan" "Mexico" "MTT" "mmmt" "18.103419" -94.580681 36 "-6" "S" "America/Mexico_City"
"1823" "Monclova Intl" "Monclova" "Mexico" "LOV" "mmmv" "26.955733" -101.470136 1864 "-6" "S" "America/Mexico_City"
"1824" "Licenciado Benito Juarez Intl" "Mexico City" "Mexico" "MEX" "mmmx" "19.436303" -99.072097 7316 "-6" "S" "America/Mexico_City"
"1825" "General Mariano Escobedo Intl" "Monterrey" "Mexico" "MTY" "mmmy" "25.778489" -100.106878 1278 "-6" "S" "America/Mexico_City"
"1826" "General Rafael Buelna Intl" "Mazatlan" "Mexico" "MZT" "mmmz" "23.161356" -106.266072 38 "-7" "S" "America/Mazatlan"
"1827" "Nogales Intl" "Nogales" "Mexico" "NOG" "mmng" "31.226083" -110.975831 3990 "-7" "S" "America/Hermosillo"
"1828" "Quetzalcoatl Intl" "Nuevo Laredo" "Mexico" "NLD" "mmnl" "27.443918" -99.57046 484 "-6" "S" "America/Mexico_City"
"1829" "Xoxocotlan Intl" "Oaxaca" "Mexico" "OAX" "mmox" "16.999906" -96.726639 4989 "-6" "S" "America/Mexico_City"
"1830" "Tajin" "Poza Rico" "Mexico" "PAZ" "mmpa" "20.602671" -97.460839 497 "-6" "S" "America/Mexico_City"
"1831" "Hermanos Serdan Intl" "Puebla" "Mexico" "PBC" "mmpb" "19.158144" -98.371447 7361 "-6" "S" "America/Mexico_City"
"1832" "Ingeniero Juan Guillermo Villasana" "Pachuca" "Mexico" "PCA" "mmpc" "20.0772" -98.782814 7600 "-6" "S" "America/Mexico_City"
"1833" "Puerto Penasco" "Punta Penasco" "Mexico" "PPE" "mmpe" "31.351878" -113.525728 30 "-7" "S" "America/Hermosillo"
"1834" "Piedras Negras Intl" "Piedras Negras" "Mexico" "PDS" "mmpg" "28.627394" -100.535211 901 "-6" "S" "America/Mexico_City"
"1835" "Licenciado Y Gen Ignacio Lopez Rayon" "Uruapan" "Mexico" "UPN" "mmpn" "19.396692" -102.039056 5258 "-6" "S" "America/Mexico_City"
"1836" "Licenciado Gustavo Diaz Ordaz Intl" "Puerto Vallarta" "Mexico" "PVR" "mmpr" "20.680083" -105.254167 23 "-6" "S" "America/Mexico_City"
"1837" "Puerto Escondido Intl" "Puerto Escondido" "Mexico" "PXM" "mmps" "15.876861" -97.089117 294 "-6" "S" "America/Mexico_City"
"1838" "Queretaro Intercontinental" "Queretaro" "Mexico" "QRO" "mmqt" "20.617289" -100.185658 6296 "-6" "S" "America/Mexico_City"
"1839" "General Lucio Blanco Intl" "Reynosa" "Mexico" "REX" "mmrx" "26.008908" -98.228513 139 "-6" "S" "America/Mexico_City"
"1840" "Los Cabos Intl" "San Jose Del Cabo" "Mexico" "SJD" "mmsd" "23.15185" -109.721044 374 "-7" "S" "America/Mazatlan"
"1841" "San Felipe Intl" "San Filipe" "Mexico" "" "mmsf" "30.930222" -114.808639 148 "-8" "S" "America/Tijuana"
"1842" "Ponciano Arriaga Intl" "San Luis Potosi" "Mexico" "SLP" "mmsp" "22.254303" -100.930806 6035 "-6" "S" "America/Mexico_City"
"1843" "Tlaxcala" "Tlaxcala" "Mexico" "TXA" "mmta" "19.537964" -98.173467 8229 "-6" "S" "America/Mexico_City"
"1844" "General Div P A Angel H Corzo Molina" "Tuxtla Gutierrez" "Mexico" "" "mmtb" "16.739919" -93.173297 1909 "-6" "S" "America/Mexico_City"
"1845" "Torreon Intl" "Torreon" "Mexico" "TRC" "mmtc" "25.568278" -103.410583 3688 "-6" "S" "America/Mexico_City"
"1846" "Angel Albino Corzo" "Tuxtla Gutierrez" "Mexico" "TGZ" "mmtg" "16.561822" -93.026081 1491 "-6" "S" "America/Mexico_City"
"1847" "General Abelardo L Rodriguez Intl" "Tijuana" "Mexico" "TIJ" "mmtj" "32.541064" -116.970158 489 "-8" "S" "America/Tijuana"
"1848" "General Francisco Javier Mina Intl" "Tampico" "Mexico" "TAM" "mmtm" "22.29645" -97.865931 80 "-6" "S" "America/Mexico_City"
"1849" "Tamuin" "Tamuin" "Mexico" "TSL" "mmtn" "22.038292" -98.806503 164 "-6" "S" "America/Mexico_City"
"1850" "Licenciado Adolfo Lopez Mateos Intl" "Toluca" "Mexico" "TLC" "mmto" "19.337072" -99.566008 8466 "-6" "S" "America/Mexico_City"
"1851" "Tapachula Intl" "Tapachula" "Mexico" "TAP" "mmtp" "14.794339" -92.370025 97 "-6" "S" "America/Mexico_City"
"1852" "Cancun Intl" "Cancun" "Mexico" "CUN" "mmun" "21.036528" -86.877083 20 "-6" "S" "America/Mexico_City"
"1853" "C P A Carlos Rovirosa Intl" "Villahermosa" "Mexico" "VSA" "mmva" "17.997" -92.817361 46 "-6" "S" "America/Mexico_City"
"1854" "General Heriberto Jara Intl" "Vera Cruz" "Mexico" "VER" "mmvr" "19.145931" -96.187267 90 "-6" "S" "America/Mexico_City"
"1855" "General Leobardo C Ruiz Intl" "Zacatecas" "Mexico" "ZCL" "mmzc" "22.897112" -102.68689 7141 "-6" "S" "America/Mexico_City"
"1856" "Ixtapa Zihuatanejo Intl" "Zihuatanejo" "Mexico" "ZIH" "mmzh" "17.601569" -101.460536 26 "-6" "S" "America/Mexico_City"
"1857" "Zamora" "Zamora" "Mexico" "ZMM" "mmzm" "20.045036" -102.275955 5141 "-6" "S" "America/Mexico_City"
"1858" "Playa De Oro Intl" "Manzanillo" "Mexico" "ZLO" "mmzo" "19.144778" -104.558631 30 "-6" "S" "America/Mexico_City"
"1859" "Zapopan" "Zapopan" "Mexico" "" "mmzp" "20.755833" -103.465278 5333 "-6" "S" "America/Mexico_City"
"1860" "Bluefields" "Bluefields" "Nicaragua" "BEF" "mnbl" "11.990961" -83.774086 41 "-6" "U" "America/Managua"
"1861" "Los Brasiles" "Los Brasiles" "Nicaragua" "" "mnbr" "12.190044" -86.353872 262 "-6" "U" "America/Managua"
"1862" "Leon" "Leon" "Nicaragua" "" "mnln" "12.428028" -86.902361 328 "-6" "U" "America/Managua"
"1863" "Managua Intl" "Managua" "Nicaragua" "MGA" "mnmg" "12.141494" -86.168178 194 "-6" "U" "America/Managua"
"1864" "Puerto Cabezas" "Puerto Cabezas" "Nicaragua" "PUZ" "mnpc" "14.047194" -83.386722 69 "-6" "U" "America/Managua"
"1865" "Bocas Del Toro Intl" "Bocas Del Toro" "Panama" "BOC" "mpbo" "9.340853" -82.250842 10 "-5" "U" "America/Panama"
"1866" "Cap Manuel Nino Intl" "Changuinola" "Panama" "CHX" "mpch" "9.458636" -82.516806 19 "-5" "U" "America/Panama"
"1867" "Enrique Malek Intl" "David" "Panama" "DAV" "mpda" "8.391003" -82.434992 89 "-5" "U" "America/Panama"
"1868" "Howard" "Howard" "Panama" "HOW" "mpho" "8.914794" -79.599633 52 "-5" "U" "America/Panama"
"1869" "Marcos A Gelabert Intl" "Panama" "Panama" "PAC" "mpmg" "8.973339" -79.555583 31 "-5" "U" "America/Panama"
"1870" "Ruben Cantu" "Santiago" "Panama" "" "mpsa" "8.085597" -80.945253 272 "-5" "U" "America/Panama"
"1871" "Tocumen Intl" "Panama City" "Panama" "PTY" "mpto" "9.071364" -79.383453 135 "-5" "U" "America/Panama"
"1872" "Buenos Aires" "Buenos Aires" "Costa Rica" "" "mrba" "9.163606" -83.329872 1214 "-6" "U" "America/Costa_Rica"
"6877" "North Las Vegas Airport" "Las Vegas" "United States" "VGT" "\n" "36.2106944" -115.1944444 2205 "-8" "U" "America/Los_Angeles"
"1874" "Coto 47" "Coto 47" "Costa Rica" "OTR" "mrcc" "8.601556" -82.968614 26 "-6" "U" "America/Costa_Rica"
"1875" "Chacarita" "Chacarita" "Costa Rica" "" "mrch" "9.981408" -84.772736 7 "-6" "U" "America/Costa_Rica"
"6876" "Brown County Airport" "Georgetown" "United States" "" "kgeo" "38.8819456" -83.8827367 958 "-5" "U" "America/New_York"
"1877" "El Carmen De Siquirres" "El Carmen" "Costa Rica" "" "mrec" "10.202033" -83.472167 56 "-6" "U" "America/Costa_Rica"
"1878" "Nuevo Palmar Sur" "Finca 10" "Costa Rica" "" "mrfi" "8.916347" -83.507267 49 "-6" "U" "America/Costa_Rica"
"1879" "Golfito" "Golfito" "Costa Rica" "GLF" "mrgf" "8.653775" -83.180544 49 "-6" "U" "America/Costa_Rica"
"1880" "Guapiles" "Guapiles" "Costa Rica" "" "mrgp" "10.217194" -83.797003 883 "-6" "U" "America/Costa_Rica"
"1881" "Daniel Oduber Quiros Intl" "Liberia" "Costa Rica" "LIR" "mrlb" "10.593289" -85.544408 270 "-6" "U" "America/Costa_Rica"
"1882" "Los Chiles" "Los Chiles" "Costa Rica" "" "mrlc" "11.035277" -84.706108 131 "-6" "U" "America/Costa_Rica"
"1883" "Limon Intl" "Limon" "Costa Rica" "LIO" "mrlm" "9.957961" -83.022006 7 "-6" "U" "America/Costa_Rica"
"1884" "Nosara" "Nosara Beach" "Costa Rica" "NOB" "mrns" "9.97649" -85.653 33 "-6" "U" "America/Costa_Rica"
"1885" "Juan Santamaria Intl" "San Jose" "Costa Rica" "SJO" "mroc" "9.993861" -84.208806 3021 "-6" "U" "America/Costa_Rica"
"1886" "Pandora" "Pandora" "Costa Rica" "" "mrpd" "9.732169" -82.983214 98 "-6" "U" "America/Costa_Rica"
"1887" "Palmar Sur" "Palmar Sur" "Costa Rica" "PMZ" "mrpm" "8.951025" -83.468583 49 "-6" "U" "America/Costa_Rica"
"1889" "La Managua" "Quepos" "Costa Rica" "XQP" "mrqp" "9.443164" -84.129772 85 "-6" "U" "America/Costa_Rica"
"1890" "Santa Clara De Guapiles" "Santa Clara" "Costa Rica" "" "mrsg" "10.288278" -83.713519 262 "-6" "U" "America/Costa_Rica"
"1891" "San Vito De Java" "San Vito De Jaba" "Costa Rica" "" "mrsv" "8.826111" -82.958885 3228 "-6" "U" "America/Costa_Rica"
"1892" "El Salvador Intl" "San Salvador" "El Salvador" "SAL" "mslp" "13.440947" -89.055728 101 "-6" "U" "America/El_Salvador"
"1893" "Ilopango Intl" "San Salvador" "El Salvador" "" "msss" "13.699492" -89.119861 2021 "-6" "U" "America/El_Salvador"
"1894" "Cayes" "Cayes" "Haiti" "" "mtca" "18.271103" -73.788289 203 "-5" "U" "America/Port-au-Prince"
"1895" "Cap Haitien Intl" "Cap Haitien" "Haiti" "CAP" "mtch" "19.732989" -72.194739 10 "-5" "U" "America/Port-au-Prince"
"1896" "Jacmel" "Jacmel" "Haiti" "" "mtja" "18.241083" -72.5185 167 "-5" "U" "America/Port-au-Prince"
"1897" "Toussaint Louverture Intl" "Port-au-prince" "Haiti" "PAP" "mtpp" "18.58005" -72.292542 122 "-5" "U" "America/Port-au-Prince"
"1898" "Gustavo Rizo" "Baracoa Playa" "Cuba" "BCA" "muba" "20.365317" -74.506206 26 "-5" "U" "America/Havana"
"1899" "Carlos Manuel De Cespedes" "Bayamo" "Cuba" "BYM" "muby" "20.396331" -76.621494 203 "-5" "U" "America/Havana"
"1900" "Maximo Gomez" "Ciego De Avila" "Cuba" "AVI" "muca" "22.027053" -78.789617 335 "-5" "U" "America/Havana"
"1901" "Jardines Del Rey" "Cunagua" "Cuba" "" "mucc" "22.460986" -78.328422 13 "-5" "U" "America/Havana"
"1902" "Jaime Gonzalez" "Cienfuegos" "Cuba" "CFG" "mucf" "22.15" -80.414167 102 "-5" "U" "America/Havana"
"1903" "Vilo Acuna Intl" "Cayo Largo del Sur" "Cuba" "CYO" "mucl" "21.616453" -81.545989 10 "-5" "U" "America/Havana"
"1904" "Ignacio Agramonte Intl" "Camaguey" "Cuba" "CMW" "mucm" "21.420428" -77.847433 413 "-5" "U" "America/Havana"
"1905" "Antonio Maceo Intl" "Santiago De Cuba" "Cuba" "SCU" "mucu" "19.969769" -75.835414 249 "-5" "U" "America/Havana"
"1906" "Florida" "Florida" "Cuba" "" "mufl" "21.499722" -78.202778 197 "-5" "U" "America/Havana"
"1907" "Guantanamo Bay Ns" "Guantanamo" "Cuba" "" "mugm" "19.906458" -75.207056 56 "-5" "U" "\N"
"1908" "Mariana Grajales" "Guantanamo" "Cuba" "GAO" "mugt" "20.085419" -75.158328 56 "-5" "U" "America/Havana"
"1909" "Jose Marti Intl" "Havana" "Cuba" "HAV" "muha" "22.989153" -82.409086 210 "-5" "U" "America/Havana"
"1910" "Frank Pais Intl" "Holguin" "Cuba" "HOG" "muhg" "20.785589" -76.315108 361 "-5" "U" "America/Havana"
"1911" "La Coloma" "La Coloma" "Cuba" "LCL" "mulm" "22.336261" -83.642111 131 "-5" "U" "America/Havana"
"1912" "Orestes Acosta" "Moa" "Cuba" "MOA" "mumo" "20.654114" -74.922114 16 "-5" "U" "America/Havana"
"1913" "Sierra Maestra" "Manzanillo" "Cuba" "MZO" "mumz" "20.288172" -77.0893 112 "-5" "U" "America/Havana"
"1914" "Rafael Cabrera" "Nueva Gerona" "Cuba" "GER" "mung" "21.834689" -82.783819 79 "-5" "U" "America/Havana"
"1915" "Playa Baracoa" "Baracoa Playa" "Cuba" "" "mupb" "23.032778" -82.579444 102 "-5" "U" "America/Havana"
"1916" "Pinar Del Rio" "Pinar Del Rio Norte" "Cuba" "" "mupr" "22.421356" -83.678428 131 "-5" "U" "America/Havana"
"1917" "San Antonio De Los Banos" "San Antonio De Banos" "Cuba" "" "musa" "22.871529" -82.509308 164 "-5" "U" "America/Havana"
"1918" "Abel Santamaria" "Santa Clara" "Cuba" "SNU" "musc" "22.492192" -79.943611 338 "-5" "U" "America/Havana"
"1919" "Santa Lucia" "Santa Lucia" "Cuba" "" "musl" "21.509453" -77.020375 13 "-5" "U" "America/Havana"
"1920" "Siguanea" "Siguanea" "Cuba" "" "musn" "21.642525" -82.955114 39 "-5" "U" "America/Havana"
"1921" "Sancti Spiritus" "Sancti Spiritus" "Cuba" "" "muss" "21.969969" -79.442692 295 "-5" "U" "America/Havana"
"6875" "Grand Geneva Resort Airport" "Lake Geneva" "United States" "C02" "\n" "42.6149167" -88.3895833 835 "-6" "U" "America/Chicago"
"1923" "Juan Gualberto Gomez Intl" "Varadero" "Cuba" "VRA" "muvr" "23.034445" -81.435278 210 "-5" "U" "America/Havana"
"1924" "Hermanos Ameijeiras" "Las Tunas" "Cuba" "VTU" "muvt" "20.987642" -76.9358 328 "-5" "U" "America/Havana"
"1925" "Gerrard Smith Intl" "Cayman Barac" "Cayman Islands" "CYB" "mwcb" "19.686981" -79.882789 8 "-5" "U" "America/Cayman"
"1926" "Owen Roberts Intl" "Georgetown" "Cayman Islands" "GCM" "mwcr" "19.292778" -81.35775 8 "-5" "U" "America/Cayman"
"1927" "Clarence A Bain" "Clarence Bain" "Bahamas" "" "myab" "24.287664" -77.684614 19 "-5" "U" "America/Nassau"
"1928" "Fresh Creek" "Andros Town" "Bahamas" "ASD" "myaf" "24.698283" -77.795611 5 "-5" "U" "America/Nassau"
"1930" "Marsh Harbour" "Marsh Harbor" "Bahamas" "MHH" "myam" "26.511406" -77.083472 6 "-5" "U" "America/Nassau"
"1931" "San Andros" "San Andros" "Bahamas" "SAQ" "myan" "25.053814" -78.048997 5 "-5" "U" "America/Nassau"
"1932" "Spring Point" "Spring Point" "Bahamas" "AXP" "myap" "22.441828" -73.970858 11 "-5" "U" "America/Nassau"
"1933" "Sandy Point" "Sandy Point" "Bahamas" "" "myas" "26.004639" -77.395483 8 "-5" "U" "America/Nassau"
"1934" "Treasure Cay" "Treasure Cay" "Bahamas" "TCB" "myat" "26.745336" -77.391269 8 "-5" "U" "America/Nassau"
"1935" "Chub Cay" "Chub Cay" "Bahamas" "CCZ" "mybc" "25.417108" -77.88085 5 "-5" "U" "America/Nassau"
"1936" "Great Harbour Cay" "Bullocks Harbour" "Bahamas" "" "mybg" "25.738331" -77.840114 18 "-5" "U" "America/Nassau"
"1937" "South Bimini" "Alice Town" "Bahamas" "BIM" "mybs" "25.699881" -79.264656 10 "-5" "U" "America/Nassau"
"6874" "De Kalb Taylor Municipal Airport" "De Kalb" "United States" "DKB" "\n" "41.9338342" -88.7056864 914 "-6" "U" "America/Chicago"
"1941" "Exuma Intl" "Great Exuma" "Bahamas" "GGT" "myef" "23.562631" -75.877958 9 "-5" "U" "America/Nassau"
"1942" "George Town" "George Town" "Bahamas" "" "myeg" "23.466667" -75.78167 5 "-5" "U" "America/Nassau"
"1943" "North Eleuthera" "North Eleuthera" "Bahamas" "ELH" "myeh" "25.474861" -76.683489 13 "-5" "U" "America/Nassau"
"1944" "Governors Harbour" "Governor's Harbor" "Bahamas" "GHB" "myem" "25.284706" -76.331011 26 "-5" "U" "America/Nassau"
"1945" "Normans Cay" "Norman's Cay" "Bahamas" "" "myen" "24.594258" -76.820214 8 "-5" "U" "America/Nassau"
"1946" "Rock Sound" "Rock Sound" "Bahamas" "RSD" "myer" "24.8917" -76.177739 10 "-5" "U" "America/Nassau"
"1947" "Staniel Cay" "Staniel Cay" "Bahamas" "" "myes" "24.169083" -76.439056 5 "-5" "U" "America/Nassau"
"1948" "Grand Bahama Intl" "Freeport" "Bahamas" "FPO" "mygf" "26.558686" -78.695553 7 "-5" "U" "America/Nassau"
"1949" "Matthew Town" "Matthew Town" "Bahamas" "IGA" "myig" "20.975" -73.666862 8 "-5" "U" "America/Nassau"
"1950" "Deadmans Cay" "Dead Man's Cay" "Bahamas" "LGI" "myld" "23.179014" -75.093597 9 "-5" "U" "America/Nassau"
"1951" "Stella Maris" "Stella Maris" "Bahamas" "SML" "myls" "23.581444" -75.270475 10 "-5" "U" "America/Nassau"
"1952" "Mayaguana" "Mayaguana" "Bahamas" "MYG" "mymm" "22.379528" -73.0135 11 "-5" "U" "America/Nassau"
"1953" "Lynden Pindling Intl" "Nassau" "Bahamas" "NAS" "mynn" "25.038958" -77.466231 16 "-5" "U" "America/Nassau"
"1954" "Duncan Town" "Duncan Town" "Bahamas" "" "myrd" "22.181803" -75.729456 6 "-5" "U" "America/Nassau"
"1955" "New Port Nelson" "Port Nelson" "Bahamas" "" "myrp" "23.684378" -74.836186 15 "-5" "U" "America/Nassau"
"1956" "San Salvador" "Cockburn Town" "Bahamas" "ZSA" "mysm" "24.063275" -74.523967 24 "-5" "U" "America/Nassau"
"1957" "Philip S W Goldson Intl" "Belize City" "Belize" "BZE" "mzbz" "17.539144" -88.308203 15 "-6" "U" "America/Belize"
"1958" "Aitutaki" "Aitutaki" "Cook Islands" "AIT" "ncai" "-18.830922" -159.764233 14 "-10" "U" "Pacific/Rarotonga"
"1959" "Rarotonga Intl" "Avarua" "Cook Islands" "RAR" "ncrg" "-21.202739" -159.805556 19 "-10" "U" "Pacific/Rarotonga"
"1960" "Nadi Intl" "Nandi" "Fiji" "NAN" "nffn" "-17.755392" 177.443378 59 "12" "U" "Pacific/Fiji"
"1961" "Nausori Intl" "Nausori" "Fiji" "SUV" "nfna" "-18.043267" 178.559228 17 "12" "U" "Pacific/Fiji"
"1963" "Fua Amotu Intl" "Tongatapu" "Tonga" "TBU" "nftf" "-21.241214" -175.149644 126 "13" "U" "Pacific/Tongatapu"
"1964" "Vavau Intl" "Vava'u" "Tonga" "VAV" "nftv" "-18.585336" -173.961717 236 "13" "U" "Pacific/Tongatapu"
